어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
드림별어린이집,전라남도,전라남도,나주시,41,10,"전라남도 나주시 우정로 101 관리동(빛가람동, 중흥S-CLASS 2차)",061-335-5767,061-335-5767,5,0,7,미운영,http://info.childcare.go.kr,2020-06-30
라온어린이집,전라남도,전라남도,나주시,20,6,전라남도 나주시 월정1길 10 영무 예다음 103동101호,061-930-6022,,3,0,4,미운영,http://info.childcare.go.kr,2020-06-30
라파어린이집,전라남도,전라남도,나주시,48,5,전라남도 나주시 호수로 10 이지더원아파트 내 관리동,061-337-5321,061-335-5322,6,0,10,미운영,http://info.childcare.go.kr,2020-06-30
리버시티 사과나무어린이집,전라남도,전라남도,나주시,49,9,전라남도 나주시 남평읍 지석로 167 양우내안애리버시티2차 관리동,061-336-2345,,6,0,8,미운영,http://info.childcare.go.kr,2020-06-30
리틀스타어린이집,전라남도,전라남도,나주시,20,5,"전라남도 나주시 그린로 125 209동 101호(빛가람동, 부영2단지아파트",061-334-3022,061-334-3022,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
리틀엔젤어린이집,전라남도,전라남도,나주시,20,5,"전라남도 나주시 한빛로 61 113-104(빛가람동,우미린아파트)",061-336-3122,061-335-1033,4,3,3,운영(신고),http://info.childcare.go.kr,2020-06-30
무지개어린이집,전라남도,전라남도,나주시,20,6,전라남도 나주시 빛가람로 800 318동 104호,061-334-9055,061-334-9055,4,2,3,운영(신고),http://info.childcare.go.kr,2020-06-30
미소가득어린이집,전라남도,전라남도,나주시,20,5,전라남도 나주시 그린로 153 대광로제비앙 110동103호,061-334-4284,,4,0,5,미운영,http://info.childcare.go.kr,2020-06-30
반남어린이집,전라남도,전라남도,나주시,39,6,전라남도 나주시 반남면 석천로 22,061-336-1835,061-336-1835,3,2,5,운영(신고),http://info.childcare.go.kr,2020-06-30
별하어린이집,전라남도,전라남도,나주시,20,8,"전라남도 나주시 빛가람로 800 313동 101호(빛가람동, 부영)",061-334-1534,,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
봉황어린이집,전라남도,전라남도,나주시,99,8,전라남도 나주시 봉황면 죽황로 11-6,061-331-0732,061-331-0732,7,1,16,운영(신고),http://info.childcare.go.kr,2020-06-30
부영1차어린이집,전라남도,전라남도,나주시,43,6,전라남도 나주시 그린로 328 부영1차 아파트내 보육시설,061-337-7239,061-337-7239,4,0,9,미운영,http://info.childcare.go.kr,2020-06-30
부영샤론어린이집,전라남도,전라남도,나주시,20,7,"전라남도 나주시 그린로 328 101-102(빛가람동,빛가람 사랑으로 부영1단지아파트)",061-332-9229,,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
빛가람어린이집,전라남도,전라남도,나주시,99,12,전라남도 나주시 남고문로 16-6,061-333-5503,061-333-5507,8,2,12,운영(신고),http://cafe.daum.net/3335503,2020-06-30
빛나라어린이집,전라남도,전라남도,나주시,41,11,전라남도 나주시 우정로 77 중흥1차 관리동,061-333-4517,061-333-4518,4,0,8,미운영,http://info.childcare.go.kr,2020-06-30
사랑어린이집,전라남도,전라남도,나주시,15,4,"전라남도 나주시 나주로 41-23 202동 106호(송월동, 부영)",061-331-9352,061-331-9352,4,0,3,운영(신고),http://lovehome.childnet.co.kr,2020-06-30
새싹어린이집,전라남도,전라남도,나주시,69,10,전라남도 나주시 남평읍 방축2길 26-10,061-333-3669,061-331-0860,8,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
서현어린이집,전라남도,전라남도,나주시,62,9,전라남도 나주시 그린로 63 LH1단지내 보육시설,061-331-8818,061-331-8817,5,2,6,미운영,http://info.childcare.go.kr,2020-06-30
소영어린이집,전라남도,전라남도,나주시,99,10,전라남도 나주시 나주로 108,061-336-0002,061-333-0006,10,2,16,운영(신고),http://info.childcare.go.kr,2020-06-30
송현어린이집,전라남도,전라남도,나주시,60,10,전라남도 나주시 송현길 39 (송촌동),061-333-0020,061-333-1622,5,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
시범어린이집,전라남도,전라남도,나주시,89,10,전라남도 나주시 금남길 37 (금계동),061-334-5120,061-334-5120,6,1,10,운영(신고),http://info.childcare.go.kr,2020-06-30
신세계어린이집,전라남도,전라남도,나주시,50,8,전라남도 나주시 노안면 금산로 62,061-335-1230,061-335-8368,8,1,11,운영(신고),http://cafe.daum.net/shinsegae1230,2020-06-30
아가콩빅스맘어린이집,전라남도,전라남도,나주시,20,6,"전라남도 나주시 중야1길 42 202동 103호 (빛가람동, LH2단지아파트)",061-336-2650,,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
아영어린이집,전라남도,전라남도,나주시,20,7,전라남도 나주시 우정로 77 중흥S클래스센트럴 1차 108동 103호,061-337-6065,061-337-6068,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
아이꿈터어린이집,전라남도,전라남도,나주시,20,4,"전라남도 나주시 그린로 328 105-103(빛가람동,빛가람 사랑으로 부영1단지아파트)",061-333-8758,061-333-8757,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이사랑어린이집,전라남도,전라남도,나주시,20,6,"전라남도 나주시 그린로 276 402-101(빛가람동, 빛가람 LH4단지아파트)",061-336-2007,061-336-2007,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
아이원어린이집,전라남도,전라남도,나주시,146,16,전라남도 나주시 금천면 원곡길 64,061-333-0012,061-333-3840,8,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
아이캐슬어린이집,전라남도,전라남도,나주시,20,3,전라남도 나주시 남평읍 강변1길 21-31 양우내안애리버시티 108-101,061-332-0051,061-332-0051,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
양우리버시티어린이집,전라남도,전라남도,나주시,49,8,전라남도 나주시 남평읍 강변1길 21-31 양우내안애1차 관리동,061-331-3118,061-331-3478,2,0,8,미운영,http://info.childcare.go.kr,2020-06-30
양우어린이집,전라남도,전라남도,나주시,20,7,전라남도 나주시 남평읍 강변1길 21-31 양우내안애 107-103,061-333-3667,061-331-0860,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
양우햇살어린이집,전라남도,전라남도,나주시,36,7,전라남도 나주시 송월18길 10,061-333-3555,061-335-3555,3,0,5,미운영,http://info.childcare.go.kr,2020-06-30
엘리움I어린이집,전라남도,전라남도,나주시,43,12,전라남도 나주시 중야1길 37 대방엘리움 로얄카운티1차,061-333-7772,061-333-7712,5,0,8,미운영,http://info.childcare.go.kr,2020-06-30
엘리움빅스맘어린이집,전라남도,전라남도,나주시,53,10,전라남도 나주시 중야1길 15 대방엘리움 2차,061-331-1093,061-331-1094,7,1,11,미운영,http://info.childcare.go.kr,2020-06-30
엘림어린이집,전라남도,전라남도,나주시,20,5,전라남도 나주시 빛가람로 800 317동 101호,061-335-6086,061-335-6026,3,2,3,운영(신고),http://info.childcare.go.kr,2020-06-30
영무어린이집,전라남도,전라남도,나주시,46,10,전라남도 나주시 월정1길 20,061-332-2917,061-331-2917,5,1,8,미운영,http://info.childcare.go.kr,2020-06-30
예쁜꿈어린이집,전라남도,전라남도,나주시,20,7,"전라남도 나주시 그린로 125 208-102(빛가람동,빛가람 사랑으로 부영2단지아파트)",061-332-7799,,3,0,4,미운영,http://info.childcare.go.kr,2020-06-30
우미린어린이집,전라남도,전라남도,나주시,66,13,전라남도 나주시 한빛로 61 우미린아파트,061-337-5445,061-337-5446,8,2,12,미운영,http://info.childcare.go.kr,2020-06-30
우정사업정보센터 꿈나무어린이집,전라남도,전라남도,나주시,80,14,전라남도 나주시 정보화길 1 .,061-338-2741,061-333-0877,6,1,9,미운영,http://info.childcare.go.kr,2020-06-30
이레어린이집,전라남도,전라남도,나주시,20,3,"전라남도 나주시 그린로 276 401-103(빛가람동,빛가람 LH4단지아파트)",061-930-0110,061-930-1123,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
이창어린이집,전라남도,전라남도,나주시,78,11,전라남도 나주시 남교1길 23 (이창동),061-334-4668,061-334-4668,5,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
중흥S클래스어린이집,전라남도,전라남도,나주시,20,7,전라남도 나주시 우정로 77 중흥S클래스센트럴 1차 108동 102호,061-337-9695,061-337-9695,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
중흥어린이집,전라남도,전라남도,나주시,41,11,전라남도 나주시 한빛로 125 관리동,061-335-5447,061-335-5443,6,0,8,미운영,http://info.childcare.go.kr,2020-06-30
즐거운어린이집,전라남도,전라남도,나주시,20,7,전라남도 나주시 남평읍 지석로 167 양우내안애리버시티2차 211동 102호,061-333-6022,061-333-6022,5,1,5,미운영,http://info.childcare.go.kr,2020-06-30
참빛어린이집,전라남도,전라남도,나주시,31,11,전라남도 나주시 삼영1길 61-1 참빛어린이집,061-332-6233,061-332-0713,3,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
천사어린이집,전라남도,전라남도,나주시,20,5,"전라남도 나주시 한빛로 61 102동 103호(빛가람동, 우미린아파트)",061-334-7004,061-336-7153,4,1,3,운영(신고),http://info.childcare.go.kr,2020-06-30
청동열린어린이집,전라남도,전라남도,나주시,39,9,전라남도 나주시 청암길 83 (청동),061-332-1114,061-331-2116,6,2,8,운영(신고),http://cafe. daum. net/biueforever1114,2020-06-30
키사랑어린이집,전라남도,전라남도,나주시,59,14,전라남도 나주시 진흥길 9 한국인터넷진흥원 1층,061-820-8809,061-820-8807,4,1,14,미운영,http://info.childcare.go.kr,2020-06-30
킨더브레인어린이집,전라남도,전라남도,나주시,41,10,전라남도 나주시 그린로 276 LH4단지,061-930-7221,061-930-7223,5,1,8,미운영,http://info.childcare.go.kr,2020-06-30
튼튼어린이집,전라남도,전라남도,나주시,15,4,"전라남도 나주시 나주로 41-17 203동 110호(송월동, 부영)",061-332-9338,061-332-9338,3,1,3,운영(신고),http://info.childcare.go.kr,2020-06-30
하나린빅스맘어린이집,전라남도,전라남도,나주시,95,14,"전라남도 나주시 남평읍 강변2길 20 관리동(남평읍, 중우하나린아파트)",061-930-3770,061-930-3770,8,2,14,운영(신고),www.bigsmom.com/278,2020-06-30
하임키즈어린이집,전라남도,전라남도,나주시,25,8,전라남도 나주시 송월18길 17,061-930-9575,,4,1,6,미운영,http://info.childcare.go.kr,2020-06-30
한국방송통신전파진흥원어린이집,전라남도,전라남도,나주시,40,11,전라남도 나주시 빛가람로 760,061-350-1675,061-350-1677,5,0,8,미운영,http://info.childcare.go.kr,2020-06-30
한별어린이집,전라남도,전라남도,나주시,203,5,전라남도 나주시 남내1길 14 (남내동),061-334-2144,061-333-8175,10,2,12,운영(신고),hanbyul.kg.kr,2020-06-30
한빛어린이집,전라남도,전라남도,나주시,20,5,"전라남도 나주시 그린로 328 106-101(빛가람동, 빛가람 사랑으로 부영1단지아파트)",061-930-2262,061-930-2233,3,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
한전KDN어린이집,전라남도,전라남도,나주시,58,14,전라남도 나주시 빛가람로 661,061-333-8819,061-333-8829,4,2,13,미운영,http://info.childcare.go.kr,2020-06-30
한전KPS사랑나무어린이집,전라남도,전라남도,나주시,55,13,전라남도 나주시 문화로 211 빛가람동 한전KPS,061-345-0190,061-345-0191,6,1,24,미운영,http://info.childcare.go.kr,2020-06-30
한전빛사랑어린이집,전라남도,전라남도,나주시,200,47,전라남도 나주시 전력로 55 한국전력공사,061-345-1151,061-345-1153,15,2,38,미운영,http://www.puruni.com/kepconj,2020-06-30
해뜨는어린이집,전라남도,전라남도,나주시,95,35,전라남도 나주시 금천면 벽류길 78-58,061-332-7222,061-337-6239,13,1,14,운영(신고),http://info.childcare.go.kr,2020-06-30
해밀어린이집,전라남도,전라남도,나주시,45,0,전라남도 나주시 그린로 153,061-331-2700,,7,0,19,미운영,http://info.childcare.go.kr,2020-06-30
해파란어린이집,전라남도,전라남도,나주시,99,20,전라남도 나주시 그린로 20 한국농어촌공사,061-338-6784,061-334-6784,8,1,16,미운영,http://info.childcare.go.kr,2020-06-30
화니어린이집,전라남도,전라남도,나주시,200,11,전라남도 나주시 내영산1길 11-29,061-333-4281,061-333-8222,8,1,15,운영(신고),http://info.childcare.go.kr,2020-06-30
가야어린이집,전라남도,전라남도,광양시,92,16,전라남도 광양시 가야로 88,061-793-6636,061-793-3309,7,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
경선어린이집,전라남도,전라남도,광양시,53,10,전라남도 광양시 광양읍 인서4길 7,061-762-9981,,5,1,4,운영(신고),http://cafe.naver.com/nasd6111,2020-06-30
고운맘어린이집,전라남도,전라남도,광양시,19,8,"전라남도 광양시 사동로 139 102동 106호(중동, 광양써니밸리아파트)",061-792-7978,061-792-7978,4,1,15,운영(신고),http://info.childcare.go.kr,2020-06-30
광산특수어린이집,전라남도,전라남도,광양시,53,33,전라남도 광양시 마장1길 9-7,061-791-3844,061-794-3844,24,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
광양YMCA어린이집,전라남도,전라남도,광양시,108,14,전라남도 광양시 세동길 17-8,061-791-1334,061-791-1337,6,1,4,운영(신고),http://cafe.naver.com/gwymcakids,2020-06-30
광양광영2차부영사랑으로어린이집,전라남도,전라남도,광양시,23,7,전라남도 광양시 금영로 16 광영부영2차아파트 단지내,061-791-0201,061-795-0211,3,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
광양보듬이나눔이어린이집,전라남도,전라남도,광양시,79,14,전라남도 광양시 시청로 6 (중동),061-793-0980,061-793-0983,4,1,9,운영(신고),http://info.childcare.go.kr,2020-06-30
광양아카데미어린이집,전라남도,전라남도,광양시,80,6,전라남도 광양시 광양읍 예구9길 18,061-762-6727,061-761-6727,7,1,10,운영(신고),http://info.childcare.go.kr,2020-06-30
광양어린이집,전라남도,전라남도,광양시,92,12,전라남도 광양시 광양읍 남등4길 16-1,061-763-4174,061-762-4171,7,4,16,운영(신고),http://info.childcare.go.kr,2020-06-30
광양초원어린이집,전라남도,전라남도,광양시,80,10,전라남도 광양시 봉강면 명암길 43-6,061-761-8972,061-761-8973,6,1,20,운영(신고),cafe.naver.com/kychowon,2020-06-30
근로복지공단 광양어린이집,전라남도,전라남도,광양시,79,20,전라남도 광양시 중동2길 28 (중동),061-791-3350,061-791-3352,6,1,4,운영(신고),https://www.kcomwel.or.kr/kids-gwangyang,2020-06-30
글로리아어린이집,전라남도,전라남도,광양시,13,5,"전라남도 광양시 광장로 70 211동 101호(중동, 성호2차)",061-791-5590,061-794-5590,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
꼬마또래어린이집,전라남도,전라남도,광양시,18,8,"전라남도 광양시 공영로 39 101-106(중동,호반리젠시빌)",061-791-3007,,4,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
꿈나무어린이집,전라남도,전라남도,광양시,78,16,전라남도 광양시 중촌길 49 (중동),061-794-0160,061-794-0164,6,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
꿈사랑어린이집,전라남도,전라남도,광양시,19,8,"전라남도 광양시 진등길 40 105동 105호(중동, 대광로제비앙아파트)",061-793-3868,061-793-3868,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
꿈이자라는어린이집,전라남도,전라남도,광양시,19,5,전라남도 광양시 광양읍 용강1길 12 205동 102호 (창덕에버빌아파트),061-762-2590,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
꿈초롱어린이집,전라남도,전라남도,광양시,20,4,전라남도 광양시 광양읍 목성1길 29-10 서광빌라 102호,061-762-7932,061-762-9732,4,0,10,운영(신고),http://info.childcare.go.kr,2020-06-30
나누리어린이집,전라남도,전라남도,광양시,97,7,전라남도 광양시 광양읍 남등1길 56,061-762-0155,061-761-0106,8,1,4,운영(신고),http//www.nanuli.net,2020-06-30
나린어린이집,전라남도,전라남도,광양시,13,5,"전라남도 광양시 행정1길 9 501/108호(중동, 동광아파트)",061-795-7939,061-795-7939,3,0,13,운영(신고),http://info.childcare.go.kr,2020-06-30
낙원어린이집,전라남도,전라남도,광양시,148,19,전라남도 광양시 옥곡면 금영로 257,061-772-7777,061-772-7776,9,1,11,운영(신고),다음카페- 에코낙원어린이집,2020-06-30
내친구어린이집,전라남도,전라남도,광양시,88,17,전라남도 광양시 느지매기길 25-16,061-792-9505,061-792-9555,6,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
내품에어린이집,전라남도,전라남도,광양시,14,5,"전라남도 광양시 공영로 10 102동 105호(중동, 금광아파트)",061-792-3868,061-792-3868,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
노르웨이숲어린이집,전라남도,전라남도,광양시,24,8,전라남도 광양시 자작길 23 노르웨이숲아파트 관리동 내,061-793-0707,061-793-0707,3,0,3,운영(신고),http://info.childcare.go.kr,2020-06-30
늘사랑어린이집,전라남도,전라남도,광양시,11,6,전라남도 광양시 광장로 112-20 104동104호(중동.성호1차아파트),061-792-4561,061-792-4561,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
늘해랑어린이집,전라남도,전라남도,광양시,19,6,전라남도 광양시 와룡길 33 706/103(광양읍 송보파인빌),061-762-3992,064-761-3992,3,1,9,운영(신고),http://info.childcare.go.kr,2020-06-30
다솜어린이집,전라남도,전라남도,광양시,106,13,전라남도 광양시 중마용소길 30-5,061-793-4229,,7,1,5,운영(신고),http://info.childcare.go.kr,2020-06-30
다은어린이집,전라남도,전라남도,광양시,21,10,"전라남도 광양시 광양읍 서북2길 115 광양읍, 이편한세상아파트 103동 내",061-763-5022,061-910-5022,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
단비어린이집,전라남도,전라남도,광양시,15,5,"전라남도 광양시 광양읍 인서4길 20 109동 107호(인서리, 부영)",061-761-7942,061-761-7942,3,0,14,운영(신고),http://info.childcare.go.kr,2020-06-30
대광어린이집,전라남도,전라남도,광양시,99,13,전라남도 광양시 광장로 2 1층 (중동),061-792-1004,061-792-1104,6,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
덕진봄빛어린이집,전라남도,전라남도,광양시,28,9,전라남도 광양시 중마로 369 덕진아파트 205동,061-792-3119,061-791-2119,5,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
덕진봄어린이집,전라남도,전라남도,광양시,55,7,전라남도 광양시 광양읍 서평1길 9,061-763-7611,061-763-7612,5,2,5,운영(신고),http://info.childcare.go.kr,2020-06-30
덕진키즈맘어린이집,전라남도,전라남도,광양시,26,9,"전라남도 광양시 중마로 367 104동 104호(마동, 덕진광양의봄아파트 1단지내)",061-794-5588,,5,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
도담어린이집,전라남도,전라남도,광양시,49,9,전라남도 광양시 광양읍 와룡길 33,061-763-7633,061-763-7654,5,1,5,운영(신고),http://cafe.daum.net/dodamkids,2020-06-30
동그라미어린이집,전라남도,전라남도,광양시,61,2,전라남도 광양시 행정1길 9 동광2차아파트 내 (중동),061-791-7747,061-791-7748,5,1,8,미운영,http://info.childcare.go.kr,2020-06-30
동심어린이집,전라남도,전라남도,광양시,61,9,전라남도 광양시 광양읍 예구6길 20,061-761-0225,061-761-0224,5,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
동화나라어린이집,전라남도,전라남도,광양시,95,10,전라남도 광양시 발섬1길 3-8,061-792-3139,061-795-3139,6,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
딩동댕어린이집,전라남도,전라남도,광양시,13,5,"전라남도 광양시 광장로 70 209동 109호(중동, 성호2차)",061-794-0991,061-795-0992,3,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
리베어린이집,전라남도,전라남도,광양시,48,11,전라남도 광양시 광양읍 신재로 82,061-762-8225,061-761-9196,5,0,5,운영(신고),http://cafe.naver.com/yeneung8225,2020-06-30
리베폴어린이집,전라남도,전라남도,광양시,24,9,전라남도 광양시 진등2길 13 302동 1층,061-913-0808,061-913-0808,5,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
맘앤아이어린이집,전라남도,전라남도,광양시,19,6,"전라남도 광양시 진등6길 11 109동 102호(마동, 금광블루빌아파트)",061-795-9559,061-795-9559,3,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
매화어린이집,전라남도,전라남도,광양시,32,3,전라남도 광양시 광양읍 서평1길 99 매화주공아파트 단지내,061-762-8181,061-762-8181,4,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
몬테쏘리어린이집,전라남도,전라남도,광양시,20,6,"전라남도 광양시 광장로 70 210동 112호,113호(중동.성호2차 아파트)",061-791-7002,061-791-7002,4,0,12,운영(신고),http://info.childcare.go.kr,2020-06-30
백합어린이집,전라남도,전라남도,광양시,106,11,전라남도 광양시 광양읍 용두1길 26-16,061-763-0900,061-763-0960,9,1,16,운영(신고),http://cafe.naver.com/lily0900,2020-06-30
보은어린이집,전라남도,전라남도,광양시,133,21,전라남도 광양시 광양읍 유당로 64-3,061-762-2465,061-763-2465,10,1,3,운영(신고),http://cafe.naver.com/boeun2465,2020-06-30
사과나무어린이집,전라남도,전라남도,광양시,9,3,전라남도 광양시 구마9길 11 102/104(중마동 2주공아파트),061-795-4538,,3,0,4,미운영,http://info.childcare.go.kr,2020-06-30
사랑가득어린이집,전라남도,전라남도,광양시,19,8,전라남도 광양시 진등6길 51 송보파인빌뷰아파트 102동 102호(마동),061-795-4059,061-791-4058,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
사랑둥지어린이집,전라남도,전라남도,광양시,13,1,"전라남도 광양시 광장로 70 203동104호 (중동, 성호2차아파트)",061-791-7806,070-7366-4341,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
사임당어린이집,전라남도,전라남도,광양시,15,4,"전라남도 광양시 광장로 112-11 102동 105호(중동, 태영)",061-795-2080,061-795-2080,3,0,8,미운영,www.aga24.co.kr/branch/jungma,2020-06-30
삼성아이어린이집,전라남도,전라남도,광양시,49,13,전라남도 광양시 광양읍 인덕로 1114,061-762-8744,061-762-8755,5,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
새나라어린이집,전라남도,전라남도,광양시,92,9,전라남도 광양시 광양읍 서평8길 9,061-763-0805,070-8255-0805,7,1,4,운영(신고),www.cafe.naver.com/newnara1004,2020-06-30
새싹어린이집,전라남도,전라남도,광양시,16,5,전라남도 광양시 대림오성로 11 101/105(덕례리 대림아파트),061-761-2336,061-761-2336,4,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
샛별어린이집,전라남도,전라남도,광양시,64,13,"전라남도 광양시 구마9길 11 중마, 주공2차관리사무소 2층",061-791-1661,,5,1,10,운영(신고),https://cafe.naver.com/risingstar77,2020-06-30
세종어린이집,전라남도,전라남도,광양시,90,16,"전라남도 광양시 광장로 112-11 (중동, 태영1차아파트단지내)",061-792-8048,061-791-8048,9,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
소리나래어린이집,전라남도,전라남도,광양시,19,9,전라남도 광양시 와룡길 33 702/105  용강리 (송보파인빌),061-761-1671,061-761-1671,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
송보어린이집,전라남도,전라남도,광양시,19,8,"전라남도 광양시 진등길 55-5 503동 102호(마동, 송보파인빌아파트)",061-793-7006,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
송보키즈어린이집,전라남도,전라남도,광양시,19,4,"전라남도 광양시 와룡길 33 709동 104호 (광양읍,송보키즈어린이집)",061-763-2200,061-763-2200,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
수시아어린이집,전라남도,전라남도,광양시,20,6,전라남도 광양시 광양읍 서산길 43 102동 104호(수시아아파트),061-761-3053,061-761-3053,4,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
수퍼루키어린이집,전라남도,전라남도,광양시,39,11,전라남도 광양시 진등6길 51 송보6차아파트단지내 (마동),061-793-8225,061-791-8226,4,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
스마일어린이집,전라남도,전라남도,광양시,74,7,전라남도 광양시 지동길 33-21,061-791-1131,0504-221-1131,6,2,11,운영(신고),http://info.childcare.go.kr,2020-06-30
슬기어린이집,전라남도,전라남도,광양시,87,18,전라남도 광양시 광양읍 와룡5길 7,061-763-7621,061-761-7621,6,2,4,운영(신고),http://cafe.naver.com/loveslgi,2020-06-30
시찌다어린이집,전라남도,전라남도,광양시,18,7,"전라남도 광양시 공영로 39 101동 101호(중동, 호반리젠시빌아파트)",061-794-0515,061-791-0517,4,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
신나는어린이집,전라남도,전라남도,광양시,20,7,"전라남도 광양시 광장로 70 204동 103호(중동, 성호2차)",061-793-3504,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
신화어린이집,전라남도,전라남도,광양시,49,12,전라남도 광양시 공영로 10 (중동),061-795-0148,061-793-0074,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아기둥지어린이집,전라남도,전라남도,광양시,13,7,"전라남도 광양시 광장로 120 202동109호(중동 ,태영@)",061-791-1137,061-791-1137,3,0,3,운영(신고),http://info.childcare.go.kr,2020-06-30
아기사랑어린이집,전라남도,전라남도,광양시,13,5,전라남도 광양시 가야로 380 4동 101호(가야아파트),061-794-7942,061-794-7942,2,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
아림어린이집,전라남도,전라남도,광양시,60,6,전라남도 광양시 광양읍 남등4길 18-7,061-761-0050,061-761-4343,4,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이누리어린이집,전라남도,전라남도,광양시,18,4,전라남도 광양시 용강1길 12 206/103(창덕에버빌),061-761-7959,061-761-7959,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이미소어린이집,전라남도,전라남도,광양시,15,6,전라남도 광양시 동광길 30 302동 109호,061-795-1908,,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이사랑어린이집,전라남도,전라남도,광양시,16,7,전라남도 광양시 서평1길 99 109-101(매화마을 주공아파트),061-761-1248,061-761-1248,4,0,9,운영(신고),http://info.childcare.go.kr,2020-06-30
아이캐슬어린이집,전라남도,전라남도,광양시,99,16,전라남도 광양시 광양읍 대림오성로 139 오성맨션어린이집 관리동,061-761-3350,061-763-3250,7,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
아이편한어린이집,전라남도,전라남도,광양시,48,12,"전라남도 광양시 시청로 62 e편한세상광양아파트, 102동 1층내",061-795-0066,061-795-0066,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아해뜰어린이집,전라남도,전라남도,광양시,13,6,"전라남도 광양시 광장로 70 213동 106호(중동, 성호2차)",061-791-4300,061-791-4300,3,0,15,운영(신고),http://info.childcare.go.kr,2020-06-30
안데르센어린이집,전라남도,전라남도,광양시,134,28,전라남도 광양시 광장로 112-20 성호 1차 106동 옆 (중동),061-795-6123,061-795-6132,10,3,8,운영(신고),http://info.childcare.go.kr,2020-06-30
에르가어린이집,전라남도,전라남도,광양시,26,6,전라남도 광양시 광양읍 서산길 5 에르가아파트 상가동,061-761-0035,,5,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
에벤에셀어린이집,전라남도,전라남도,광양시,99,21,전라남도 광양시 길호길 91-3,061-795-6001,061-795-6040,7,1,14,운영(신고),http://info.childcare.go.kr,2020-06-30
엔젤어린이집,전라남도,전라남도,광양시,127,24,전라남도 광양시 등논3길 5-2 (마동),061-793-9333,061-795-1382,10,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
예손어린이집,전라남도,전라남도,광양시,30,9,전라남도 광양시 영수3길 40 (광영동),061-793-9421,061-793-9422,3,1,12,운영(신고),http://club.cyworld.com/yesonkids,2020-06-30
